hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Others,Ethnic,"According to a CIR workshop participant, people who are considered a 'lefty' are often not treated well. It is considered indesirable, culturally, to be a lefty. ",leprosy,ቆማጣ,Qomaaxaa,ቆማጥ,
Others,,"According to a CIR workshop participant, people who are considered a 'lefty' are often not treated well. It is considered indesirable, culturally, to be a lefty. ",,,Qomcee,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",lice,ቅማላም,Cinooftuu,ቆማል,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Injiraanoftuu,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",monster,ጭራቅ,kan dhiiga namaa dhugu,ጭራቕ,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",cannibal,,Warra foon namaa nyaatu,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",narcissist,ራስ ወዳድ,Maraatuu,አነ ዝብል ሰብ፣,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Sammuun Irraa bu'aa,ካብ ካልኦት ዝበልጹ ይመስሎ,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Tuqamaa,ዓርሱ ካብ መጠን ንላዕሊ ዝፈቱ,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Tuqamtuu,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Maraataa,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Maraattuu,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Tuqamtuu,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Irraa-bu'aa,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",,,Nama sammuun tuqamaa,,
Others,,"According to a CIR workshop, this term is used to describe a person who has lice. It suggests the person is poor. ",narrow,ጠባብ,Dhiphoo,ጸቢብ,
Others,,"According to a CIR workshop participant, this term is used when someone is bragging but there is 'no action' ",only bragging,ጉራ ብቻ,Gurraa qofa,ምጅሃር,
Others,,"According to a CIR workshop participant, this term is used when someone is bragging but there is 'no action' ",,,Afaan qofa,,
Others,,"According to a CIR workshop participant, this term is used when someone is bragging but there is 'no action' ",perverted,ጠማማ,Micciiramaa,ብልሹ,
Others,,"According to a CIR workshop participant, this term is used when someone is bragging but there is 'no action' ",,,Micciiramtuu,,
Others,,Used similarly to 'cockroaches'.,pests,ተባይ,Maxxantuu,ባልዕ,
Others,,Used similarly to 'cockroaches'.,,,Ilbiisa,,
Others,,Used similarly to 'cockroaches'.,Poo,,Dhoqqee,ድዅዒ,
Others,,Used similarly to 'cockroaches'.,shit,ኣር,Ija hinfuunee,ሓርኢ,
Others,,Used similarly to 'cockroaches'.,dung,እበት,hin saalfannee,,
Others,,Used similarly to 'cockroaches'.,,,Faandoo,,
Others,,Used similarly to 'cockroaches'.,,,Faaltii,,
Others,,Used similarly to 'cockroaches'.,,,Udaan,,
Others,,Used similarly to 'cockroaches'.,,,Bobbaa garaa,,
Others,,Used similarly to 'cockroaches'.,rotten,ብስብስ,Tortortuu,ብልሹ,
Others,,Used similarly to 'cockroaches'.,Rubbish,ቆሻሻ,Kosii,ጉሓፍ፣ ረሳህ,
Others,,Used similarly to 'cockroaches'.,garbage,,,,
Others,,Used similarly to 'cockroaches'.,Rumor,ወሬ,Hamii,ወረ,
Others,,Used similarly to 'cockroaches'.,,,Odeessa,,
Others,,Used similarly to 'cockroaches'.,,,oduu,,
Others,,Used similarly to 'cockroaches'.,servant,አገልጋይ,Galaa,ኣገልጋሊ,
Others,,Used similarly to 'cockroaches'.,,ሠራተኛ,Ergamaa,,
Others,,Used similarly to 'cockroaches'.,,ገረድ,Ashkarii,,
Others,,Used similarly to 'cockroaches'.,stinky,ግማታም,xirooftuu,,?????
Others,,Used similarly to 'cockroaches'.,smelly,የሸተተ,,,?????
Others,,Used similarly to 'cockroaches'.,small,ትንሸ,Xinnoo,ንዕሽተይ,
Others,,Used similarly to 'cockroaches'.,,አናሳ,Yartuu,,
Others,,Used similarly to 'cockroaches'.,,,Bicuu,,
Others,,Used similarly to 'cockroaches'.,Snake ,እባብ,Bofa,ተተመን,
Others,,Used similarly to 'cockroaches'.,,,Ilmoo Bofaa,,
Others,,Used similarly to 'cockroaches'.,stand up,ተነስ,Ka'i!,ተስእ,
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",Tanner,"ፋቂ, ፉጋ",Duugduu,ፋሓቒ,
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",leather tanner,,,,
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",person that tans leather,,,,
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",person who tans leather,,warra gogaa duugu,,
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",Theif,ሌባ,Hattuu,ሌባ,Hatu
Others,,"According to CIR workshop particpants, this term is used as an insult as traditionally those working in handcrafts were not considered ‘noble’ by the wealth/aristocrats  ",Thug,ወሮበላ,kashilabbee,ርጉም,
Others,,the meaning of this is not to lick- its someone who is droolling in perfusive way or disgusting way when they talk. They usually use it for people who can't speak Amharic well but not just,drooling,ልጋጋም,Shilmii,ምልሃስ,
Others,,the meaning of this is not to lick- its someone who is droolling in perfusive way or disgusting way when they talk. They usually use it for people who can't speak Amharic well but not just,,,Silmii,,
Others,,the meaning of this is not to lick- its someone who is droolling in perfusive way or disgusting way when they talk. They usually use it for people who can't speak Amharic well but not just,,,maxxantuu,,
Others,,the meaning of this is not to lick- its someone who is droolling in perfusive way or disgusting way when they talk. They usually use it for people who can't speak Amharic well but not just,,,xuuxxuu,,
