hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Sirna saba tokkichaa,??????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Leellistuu Sirna Saba tokkichaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",usurper,???,Saamtuu,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Buttuu,,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic,This term means ‘Dogs’ which is often used to refer to the supporters of ruling party,,???,Saroota,???,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘One who lives to fill his belly’ and is often used to refer to the supporters of ruling party.,,?? ???,Abbaa Garaa,???? ???,Aba Gara,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term is an insult because it is used to describe a person who commits treason, pr betrays his/her country. Historically, the word was used to describe Sudanese fighters who waged war on King Yohannes the 4th of Ethiopia. ",,????,Darbuush,,Derbush,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop participant, this insult translates to ""don't open your mouth"". It is used when someone wants to say 'don't talk about something you don't know anything about'.",,??????,Hin alba'in,??????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult as it means 'blame shifting'.",,????,"Itti qabata, ",????,malakke,,,,,,,,,,,,,,,,,,,,
Political,,"Accordinfg to CIR workshop participants, this term refers to the Eritrean government which the party was called by during the struggle time. It originated from the Arabic word AlShaeb meaning people. It is used to refer to people suspected of sympathizing or supporting the Eritrean government hence, being an enemy of Ethiopia. ",,???,Shaabiyaa,???? ,shabia,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,Rebel,???,Gudeedaa,???,anyagat,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,capitalist,?????,humnaan kan gudeedu,????,nyagaat,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,separatist ,,,,nyigaat,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,renegade,,,,nyigad,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyigat,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,Negade,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyegat,,,,,,,,,,,,,,,,,,,,
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyagat,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,aged,????,jaartii,?????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,old,????,,????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,grumpy,????,Dullattii,??????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,grouchy,????,,,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,Arrogant,?????,Of-tuultuu,???,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,big-headed,,,?????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,bad,??,Of-tuulaa,,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,horrible,,Waan hoodaa,???,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,waan ajaa'ibaa,??????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,Dur-hin jirree,,,,,,,,,,,,,,,,,,,,,,
Others,Ethnic,A number of similar words in Ethiopian languages that capture multiple meanings.,beasts,???? ,Bineensa Daggalaa,????,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,Bineensa,,,,,,,,,,,,,,,,,,,,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,beggar,???,Kadhattuu,???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is used to mean burn with anger, equivalent of 'fuming'. ",Burn,???,Gubadhu,????,,,,,,,,,,,,,,,,,,,,,
Others,,,,,Garaan haagubatu,????,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic,A common ethnic slur,Cockroaches ,???,Ilbiisota,???,,,,,,,,,,,,,,,,,,,,,
Others,Ethnic,A common ethnic slur,,,Bararoo,,,,,,,,,,,,,,,,,,,,,,
Others,Ethnic,A common ethnic slur,Controversial,?????,Falmisiisaa,?????,,,,,,,,,,,,,,,,,,,,,
Others,Ethnic,A common ethnic slur,,,waliin dhahaa,?????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is a derogatory term for an amputee.",Cut,???,shuntuurtuu,????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is a derogatory term for an amputee.",,,Shuntuuraa,,,,,,,,,,,,,,,,,,,,,,
Others,,An Ethiopian insult for someone who is useless.,dead while standing ,??? ??,Reeffa dedmu,???? ??,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, the literal translation is 'dead', however the term can also mean 'useless'. For example, it can be used to refer to someone who is dead mentally, in terms of not being able to grasp ideas, or thinks the ‘wrong’ way. ",dead,???,Du'aa,???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, the literal translation is 'dead', however the term can also mean 'useless'. For example, it can be used to refer to someone who is dead mentally, in terms of not being able to grasp ideas, or thinks the ‘wrong’ way. ",useless,,Jiraatti kan du'e,?????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Dry eyes,??? ???,Ija-hin fuunee,??? ???? ???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",failure ,????,Tumannaa,????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Fake,????,Kijibduu,?? ???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,kijibaa,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,???,Soba,???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",liar,,sobduu,???,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,kijibduu,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Fight,???,Falmadhu,????? ????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,????,Loli,???? ,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,????,Waraani,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Loli,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Qabsaa'i,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,wallansoo qabi,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Morkadhu,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",get rid,???,Dhabamsiisi,????,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Buqqisi,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Lafaraa Haxaa'i,,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",glutton,???,Haadha Garaa,???? ,,,,,,,,,,,,,,,,,,,,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",gluttony,,Abbaa Garaa,,,,,,,,,,,,,,,,,,,,,,
